	Ashburn_VA3		Ashburn_VA5		Atlanta_GA		Austria_Vienna2		Brazil_Fortaleza1		Brazil_Rio_de_Janeiro		Canada_Toronto		Chicago_IL2		Chicago_IL3		Czech_Republic_Prague		Denmark_Copenhagen		Finland_Helsinki		France_Marseille		France_Marseille2		France_Paris10		Germany_Berlin		Germany_Düsseldorf1		Germany_Frankfurt2		Germany_Frankfurt5		Hong_Kong		Houston_TX		India_Bangalore1		India_Chennai		India_Hyderabad1		India_Mumbai		Italy_Milan2		Japan_Tokyo1		Japan_Tokyo3		Japan_Tokyo5		Los_Angeles_CA		Mexico_Queretaro1		Mexico_Queretaro2		Miami_FL5		Netherlands_Amsterdam2		Netherlands_Amsterdam3		New_York_NY		Norway_Oslo		Phoenix_AZ		Poland_Warsaw		Portland_OR		Salt_Lake_City_UT		San_Francisco_CA		San_Jose_CA5		Singapore		South_Korea_Seoul1		South_Korea_Seoul3		Sweden_Stockholm		Sydney1		Sydney2		Taiwan_Taipei1		Taiwan_Taipei3		Thailand_Bangkok		UK_London3		UK_London4		Brazil_Sao_Paulo		Canada_Quebec		Dallas_TX		Denver_Co		Seattle_WA		Spain_Madrid	
Oslo	767.203	Zurich	768.858	Berlin	830.818	Montreal	718.18	Athens	1225.657	Brisbane	1389.698	Steinsel	778.137	Oslo	833.019	Zurich	830.696	Montreal	694.897	Montreal	666.869	Montreal	674.485	Montreal	667.006	Montreal	667.968	Montreal	658.738	Montreal	988.339	Montreal	685.746	Montreal	691.029	Montreal	690.732	Istanbul	1435.417	Ljubljana	909.322	Montreal	1602.219	Santiago	1195.529	Zagreb	1229.542	Sofia	1142.057	Montreal	695.627	New_York	1422.948	New_York	1413.434	New_York	1442.375	Copenhagen	1053.935	Sarajevo	988.563	Vilnius	985.204	Ukraine	874.542	Montreal	668.344	Montreal	661.851	Zurich	745.111	Montreal	671.33	Oslo	1016.785	Montreal	704.168	Buenos_Aires	1074.149	Amsterdam	987.242	Paris	1071.32	Tirana	1054.782	Riga	1266.798	Toronto	1842.605	Toronto	1828.277	Montreal	672.245	Nicosia	1908.231	Nicosia	1910.074	Montreal	1483.376	Montreal	1532.807	Chicago	1551.565	Montreal	639.051	Montreal	639.241	Helsinki	1437.419	Prague	826.718	Prague	957.27	Oslo	977.327	Budapest	1069.014	Montreal	665.293	
Zurich	767.898	Belgrade	772.349	Oslo	831.459	New_York	743.661	Tirana	1228.967	Melbourne	1390.12	Sarajevo	778.146	Frankfurt	833.043	Belgrade	832.712	New_York	717.011	New_York	703.56	Manassas	718.531	New_York	694.686	New_York	689.54	New_York	677.842	Toronto	1023.705	New_York	711.519	New_York	715.494	New_York	719.653	Montreal	1435.514	Steinsel	910.701	Chicago	1606.758	Oslo	1198.004	Salt_Lake_City	1233.237	Vilnius	1142.273	New_York	717.403	Nicosia	1425.495	Nicosia	1420.351	Nicosia	1448.263	Amsterdam	1054.017	London	988.672	Bucharest	985.632	Sarajevo	874.943	New_York	700.314	New_York	685.738	Belgrade	746.666	Manassas	717.096	Helsinki	1017.626	Manassas	751.419	Marseille	1075.694	Oslo	991.901	Tbilisi	1075.592	Tbilisi	1056.099	Bucharest	1270.841	Buffalo	1848.314	Buffalo	1832.679	Manassas	718.626	Montreal	1914.56	Montreal	1918.027	Buffalo	1491.438	Buffalo	1543.377	Montreal	1554.699	New_York	664.051	New_York	666.248	Sydney	1438.026	Ljubljana	826.734	Sarajevo	959.538	Sarajevo	977.884	Sarajevo	1069.185	New_York	690.858	
Frankfurt	767.995	Oslo	775.553	Zurich	831.727	Manassas	748.161	Skopje	1238.188	Istanbul	1395.868	Vilnius	778.224	Belgrade	833.856	Oslo	833.8	Manassas	720.914	Manassas	704.334	New_York	718.738	Manassas	698.778	Manassas	696.46	Manassas	681.509	Buffalo	1050.803	Manassas	717.762	Manassas	718.714	Manassas	723.841	Lisbon	1444.203	Sarajevo	911.635	Toronto	1613.297	Vilnius	1206.105	Oslo	1235.976	Salt_Lake_City	1153.75	Manassas	723.449	Manassas	1430.356	Manassas	1421.172	Manassas	1449.69	Oslo	1055.551	Vilnius	993.278	London	986.244	Berlin	876.071	Manassas	703.83	Manassas	691.181	Sarajevo	750.551	New_York	718.616	Ukraine	1017.859	New_York	753.504	Tirana	1078.179	Sarajevo	992.638	Vilnius	1077.908	Paris	1056.163	Toronto	1275.471	Charlotte	1855.572	Charlotte	1836.478	New_York	719.168	Reykjavik	1920.996	Reykjavik	1925.589	Charlotte	1503.803	Charlotte	1556.735	Toronto	1554.737	Manassas	667.251	Manassas	668.496	Adelaide	1441.866	Vilnius	826.776	Belgrade	961.34	Vilnius	978.395	Paris	1071.271	Manassas	696.888	
Belgrade	768.393	Sarajevo	776.905	Belgrade	832.198	Toronto	764.336	Chisinau	1239.582	Lisbon	1402.3	Oslo	779.141	Berlin	835.894	Frankfurt	834.398	Toronto	738.857	Toronto	719.276	Toronto	730.43	Toronto	713.484	Toronto	710.816	Toronto	699.539	Charlotte	1065.023	Toronto	730.557	Toronto	737.129	Toronto	734.596	Buffalo	1444.575	Belgrade	914.234	Lisbon	1616.793	Sofia	1212.496	Sofia	1241.933	Stockholm	1157.819	Toronto	738.267	Reykjavik	1432.594	Reykjavik	1423.077	Reykjavik	1452.332	Tirana	1056.419	Oslo	993.414	Sarajevo	987.109	Oslo	877.989	Toronto	712.519	Toronto	705.39	Oslo	751.063	Toronto	729.128	Sarajevo	1019.706	Toronto	765.082	Paris	1080.539	Warsaw	992.908	Tirana	1078.108	Oslo	1058.648	Vilnius	1276.781	Istanbul	1858.44	Istanbul	1844.89	Toronto	729.27	New_York	1929.314	New_York	1934.877	New_York	1514.281	New_York	1569.683	Lisbon	1554.907	Toronto	686.403	Toronto	686.9	Madrid	1443.718	Istanbul	828.317	Ukraine	962.67	Prague	982.039	Oslo	1071.366	Toronto	711.571	
Sarajevo	772.883	Nicosia	777.097	Sarajevo	834.289	Buffalo	780.09	Dublin	1244.435	Perth	1411.05	Frankfurt	783.266	Sarajevo	836.269	Sarajevo	835.75	Buffalo	755.64	Buffalo	736.402	Buffalo	747.292	Buffalo	730.391	Buffalo	726.923	Buffalo	715.163	New_York	1067.679	Buffalo	749.161	Buffalo	753.817	Buffalo	752.761	Budapest	1452.709	Zurich	916.488	Buffalo	1623.809	Denver	1215.594	Vilnius	1242.957	Madrid	1162.482	Buffalo	754.47	Ukraine	1456.652	Ukraine	1444.66	Ukraine	1472.531	Sarajevo	1058.342	Warsaw	993.438	Warsaw	988.885	Belgrade	878.805	Buffalo	731.511	Buffalo	723.39	Nicosia	752.996	Buffalo	746.435	Tirana	1021.046	Buffalo	781.52	Sarajevo	1081.563	Tirana	995.662	Oslo	1082.232	Sarajevo	1062.524	Skopje	1280.653	Budapest	1866.884	Budapest	1851.213	Buffalo	745.747	Manassas	1938.249	Manassas	1944.186	Manassas	1525.133	Manassas	1578.129	Buffalo	1570.722	Buffalo	700.699	Buffalo	702.799	Melbourne	1449.082	Sofia	834.396	Steinsel	966.102	Belgrade	982.066	Vilnius	1074.387	Buffalo	722.305	
Istanbul	779.186	Milan	785.13	Istanbul	838.023	Charlotte	811.231	Stockholm	1249.382	Bangkok	1412.574	Istanbul	783.849	Istanbul	841.489	Istanbul	839.732	Charlotte	784.007	Charlotte	755.963	Charlotte	765.202	Chicago	758.193	Chicago	757.508	Charlotte	741.85	Manassas	1069.526	Charlotte	772.207	Charlotte	782.197	Charlotte	775.689	Charlotte	1459.355	Frankfurt	916.895	Tirana	1626.18	Brazil	1222.119	Stockholm	1261.337	Tallinn	1164.331	Charlotte	787.196	Istanbul	1512.185	Lisbon	1503.33	Istanbul	1530.201	Warsaw	1059.91	Brussels	994.527	Riga	991.623	Prague	879.896	Charlotte	758.208	Charlotte	754.099	Sofia	761.392	Charlotte	764.299	Warsaw	1022.523	Charlotte	800.376	Vilnius	1082.74	Prague	997.273	Sarajevo	1082.51	Vilnius	1063.027	Saint_Louis	1282.885	New_York	1880.562	New_York	1866.115	Charlotte	763.287	Budapest	1984.009	Budapest	1987.722	Istanbul	1533.261	Istanbul	1585.873	Tirana	1571.774	Chicago	728.433	Chicago	732.022	Brisbane	1449.497	Steinsel	836.073	Frankfurt	966.905	Tirana	984.767	Helsinki	1074.638	Charlotte	745.892	
Sofia	782.19	Sofia	787.219	Milan	843.371	Chicago	815.9	Sarajevo	1253.892	Helsinki	1419.374	Sofia	787.863	Milan	844.458	Sofia	844.416	Chicago	790.839	Chicago	767.002	Chicago	778.631	Charlotte	763.534	Charlotte	758.736	Chicago	747.905	Chicago	1103.208	Chicago	781.863	Chicago	788.017	Chicago	788.13	New_York	1464.004	Tirana	916.903	Charlotte	1633.415	Stockholm	1223.05	Tallinn	1266.102	Belgrade	1166.6	Chicago	787.998	Lisbon	1514.684	Istanbul	1503.834	Lisbon	1533.737	Prague	1061.974	Bucharest	995.22	Marseille	992.137	Tirana	881.323	Chicago	767.152	Chicago	757.32	Bratislava	763.195	Chicago	775.421	Ljubljana	1024.217	Chicago	808.332	Helsinki	1085.329	Ljubljana	997.301	Copenhagen	1084.288	Copenhagen	1066.295	Milan	1284.775	Manassas	1882.324	Manassas	1867.238	Chicago	777.652	Istanbul	1996.08	Istanbul	1999.586	Lisbon	1547.082	Lisbon	1600.078	Charlotte	1581.365	Charlotte	734.193	Charlotte	734.282	Athens	1452.137	Bucharest	836.523	Tirana	967.018	Ljubljana	985.771	Warsaw	1074.815	Chicago	759.489	
Milan	784.216	Istanbul	788.339	Sofia	844.321	Miami	840.839	Sofia	1254.863	Madrid	1421.133	Tirana	792.208	Sofia	845.896	Tirana	845.475	Miami	820.819	Miami	787.574	Miami	792.543	Miami	785.462	Miami	789.1	Miami	782.033	Saint_Louis	1115.103	Miami	815.136	Miami	816.855	Miami	821.891	Tirana	1472.822	Berlin	921.41	Athens	1648.015	Tallinn	1231.253	Belgrade	1269.202	Warsaw	1168.527	Miami	817.34	Budapest	1526.551	Budapest	1518.031	Budapest	1543.812	Ljubljana	1063.037	Paris	997.869	Brussels	992.156	Steinsel	881.828	Miami	803.185	Miami	790.172	Milan	763.832	Miami	790.145	Prague	1024.709	Miami	820.284	Bangkok	1085.742	Belgrade	1002.495	Warsaw	1085.45	Warsaw	1067.548	Miami	1289.339	Lisbon	1889.979	Lisbon	1879.299	Miami	790.833	Lisbon	2003.561	Lisbon	2010.161	Budapest	1553.033	Budapest	1604.626	New_York	1591.711	Miami	765.068	Miami	765.662	Bangkok	1463.789	Tirana	837.943	Zagreb	968.472	Bucharest	986.976	Bucharest	1075.112	Miami	778.1	
Tirana	786.087	Vienna	791.893	Tirana	845.413	Saint_Louis	856.863	Riga	1256.634	Kuala_Lumpur	1427.855	Tel_Aviv	792.517	Tirana	847.776	Milan	845.586	Saint_Louis	835.809	Saint_Louis	802.567	Saint_Louis	810.783	Saint_Louis	797.902	Saint_Louis	802.918	Saint_Louis	790.442	Miami	1132.835	Saint_Louis	829.434	Saint_Louis	831.122	Saint_Louis	836.225	Manassas	1474.765	Milan	922.113	New_York	1651.186	Madrid	1231.554	Madrid	1269.392	Ljubljana	1169.411	Saint_Louis	830.105	Tirana	1549.366	Tirana	1543.1	Tirana	1566.857	Helsinki	1063.736	Ljubljana	998.913	Sofia	995.318	Sofia	883.342	Saint_Louis	812.866	Saint_Louis	802.493	Istanbul	765.284	Saint_Louis	806.49	Bucharest	1030.265	Saint_Louis	839.709	Oslo	1086.135	Bucharest	1004.817	Amsterdam	1086.484	Amsterdam	1067.938	Chisinau	1289.668	Tirana	1903.923	Tirana	1891.93	Saint_Louis	809.129	Tirana	2035.147	Tirana	2037.615	Tirana	1572.578	Tirana	1626.779	Athens	1601.215	Saint_Louis	777.404	Saint_Louis	780.422	Chisinau	1464.046	Zurich	838.193	Bucharest	969.716	Sofia	988.051	Copenhagen	1077.201	Atlanta	792.133	
Bratislava	787.245	Tirana	792.124	Bucharest	848.015	Atlanta	861.257	Bucharest	1257.316	Singapore	1428.35	Bucharest	792.638	Bucharest	849.813	Tel_Aviv	847.941	Atlanta	836.631	Atlanta	817.793	Atlanta	825.29	Atlanta	806.537	Atlanta	803.867	Atlanta	798.316	Atlanta	1144.601	Atlanta	832.952	Atlanta	834.498	Atlanta	839.027	Sarajevo	1502.255	Bucharest	922.146	Chisinau	1653.797	Belgrade	1233.791	Buenos_Aires	1271.887	Santiago	1172.525	Atlanta	831.115	Bucharest	1577.281	Bucharest	1570.105	Bucharest	1596.198	Bucharest	1065.321	Sofia	1001.293	Paris	995.561	Bucharest	889.03	Atlanta	821.054	Atlanta	805.121	Vienna	766.461	Atlanta	825.371	Belgrade	1031.185	Atlanta	859.593	Budapest	1087.345	Sofia	1007.036	Helsinki	1086.499	Bucharest	1070.355	Athens	1289.871	Athens	1928.638	Athens	1915.598	Atlanta	824.341	Athens	2036.444	Athens	2039.449	Sarajevo	1599.093	Riga	1649.197	Manassas	1601.753	Atlanta	784.116	Atlanta	785.052	Tallinn	1465.007	Frankfurt	838.451	Zurich	969.89	Budapest	992.117	Prague	1078.842	Saint_Louis	803.981	
Bucharest	788.217	Bratislava	792.768	Zagreb	852.171	Kansas_City	903.711	Warsaw	1258.769	Athens	1433.085	Milan	794.155	Vienna	851.169	Bucharest	848.338	Kansas_City	881.629	Kansas_City	862.662	Kansas_City	871.074	Kansas_City	847.176	Kansas_City	844.579	Kansas_City	838.197	Kansas_City	1149.959	Kansas_City	876.462	Kansas_City	880.077	Kansas_City	883.103	Bucharest	1502.26	Sofia	922.295	Manassas	1654.851	Ljubljana	1236.571	Ljubljana	1271.968	Prague	1176.341	Kansas_City	872.452	Sarajevo	1581.207	Sarajevo	1572.025	Riga	1599.401	Belgrade	1069.491	Belgrade	1003.568	Ljubljana	995.678	Zurich	893.532	Kansas_City	861.437	Kansas_City	849.647	Bucharest	768.554	Kansas_City	870.017	Steinsel	1032.203	Kansas_City	903.663	Warsaw	1088.202	Milan	1009.455	Bucharest	1088.966	Ljubljana	1070.432	Marseille	1291.72	Riga	1932.841	Riga	1917.162	Kansas_City	869.096	Skopje	2058.088	Skopje	2061.698	Riga	1601.191	Sarajevo	1653.233	Riga	1602.692	Kansas_City	827.443	Kansas_City	829.849	Tirana	1465.012	Ukraine	839.402	Milan	971.139	Tbilisi	994.419	Belgrade	1081.031	Kansas_City	828.384	
Vienna	790.46	Bucharest	793.771	Vienna	853.454	Dallas	941.062	Berlin	1261.607	Tirana	1438.732	Bratislava	795.704	Tel_Aviv	852.122	Vienna	851.289	Dallas	918.263	Dallas	897.817	Dallas	904.961	Dallas	884.832	Dallas	881.723	Dallas	871.554	Dallas	1198.855	Dallas	912.579	Dallas	916.094	Dallas	919.399	Chisinau	1508.264	Zagreb	927.712	Riga	1656.882	Warsaw	1237.396	Warsaw	1272.319	Milan	1176.667	Dallas	908.88	Riga	1581.28	Athens	1575.009	Athens	1599.736	Tbilisi	1069.786	Copenhagen	1004.247	Belgrade	999.524	Riga	895.122	Dallas	900.702	Dallas	887.164	Tirana	768.99	Dallas	904.487	Milan	1033.159	Dallas	937.306	Bucharest	1090.706	Tbilisi	1009.909	Ljubljana	1090.355	Prague	1071.355	Stockholm	1292.758	Sarajevo	1936.816	Chisinau	1923.739	Dallas	903.414	Riga	2072.124	Riga	2073.979	Bucharest	1606.24	Bucharest	1657.202	Skopje	1602.876	Dallas	866.433	Dallas	869.525	Perth	1465.837	Chisinau	840.037	Sofia	972.222	Zagreb	995.214	Sofia	1082.209	Dallas	864.07	
Zagreb	794.139	Zagreb	796.602	Tel_Aviv	854.475	Denver	971.123	Belgrade	1271.914	Tallinn	1441.651	Vienna	796.404	Zagreb	852.548	Zagreb	855.102	Denver	953.758	Denver	931.612	Denver	935.977	Denver	914.99	Denver	913.025	Denver	910.445	Denver	1210.621	Denver	947.458	Denver	951.942	Denver	954.697	Riga	1509.09	Riga	930.286	Skopje	1656.981	Milan	1241.113	Denver	1272.455	Helsinki	1183.519	Denver	940.063	Athens	1585.103	Skopje	1576.62	Sarajevo	1600.388	Milan	1069.848	Riga	1007.375	Copenhagen	1001.083	Chisinau	896.212	Denver	934.098	Denver	919.883	Zagreb	773.968	Denver	935.32	Zagreb	1034.43	Denver	968.294	Copenhagen	1091.388	Steinsel	1011.265	Prague	1090.719	Helsinki	1071.634	Chicago	1296.117	Chisinau	1936.941	Skopje	1925.129	Denver	934.348	Bucharest	2072.618	Bucharest	2074.684	Chisinau	1610.309	Chisinau	1660.845	Sarajevo	1607.442	Denver	899.775	Denver	902.89	Singapore	1469.874	Zagreb	842.39	Brazil	975.829	Milan	998.646	Ljubljana	1082.703	Denver	895.5	
Riga	795.568	Riga	802.214	Bratislava	856.211	Phoenix	1019.685	Oslo	1273.682	Skopje	1446.502	Zagreb	796.465	Bratislava	857.914	Bratislava	856.272	Phoenix	1005.726	Mexico	964.596	Mexico	955.966	Phoenix	960.638	Phoenix	964.173	Phoenix	962.907	Phoenix	1216.471	Mexico	999.818	Mexico	1002.52	Mexico	1003.964	Zagreb	1511.161	Ukraine	931.78	Bucharest	1659.682	Prague	1243.523	Helsinki	1282.73	Marseille	1183.615	Phoenix	987.054	Oslo	1588.111	Riga	1577.416	Skopje	1605.509	Zagreb	1071.337	Prague	1007.399	Chisinau	1002.019	Zagreb	896.854	Mexico	986.302	Phoenix	973.756	Riga	778.058	Mexico	953.943	Sofia	1036.384	Mexico	982.799	Ljubljana	1092.118	Zurich	1011.361	Budapest	1093.076	Budapest	1072.459	Sofia	1296.773	Skopje	1937.805	Sarajevo	1926.683	Mexico	952.635	Tallinn	2073.799	Tallinn	2077.58	Athens	1611.34	Skopje	1663.189	Chisinau	1607.807	Mexico	955.382	Mexico	955.96	Skopje	1474.434	Bratislava	842.667	Berlin	981.384	Zurich	998.968	Zagreb	1084.385	Phoenix	938.84	
Chisinau	802.565	Chisinau	810.512	Riga	856.862	Mexico	1021.535	Vilnius	1274.613	Chisinau	1450.125	Chisinau	805.133	Riga	861.341	Riga	862.537	Mexico	1006.974	Phoenix	978.447	Phoenix	980.88	Mexico	963.62	Salt_Lake_City	966.019	Salt_Lake_City	963.978	Salt_Lake_City	1230.572	Salt_Lake_City	1002.658	Phoenix	1003.841	Salt_Lake_City	1008.284	Oslo	1514.465	Vienna	937.354	Sarajevo	1660.562	Kansas_City	1247.29	Prague	1283.252	Dublin	1186.776	Salt_Lake_City	992.536	Skopje	1588.339	Chisinau	1580.059	Chisinau	1607.39	Sofia	1073.141	Chisinau	1009.093	Prague	1003.797	Frankfurt	896.955	Phoenix	986.868	Mexico	977.241	Chisinau	782.465	Phoenix	980.266	Zurich	1038.158	Phoenix	1012.462	Jakarta	1093.275	Zagreb	1011.755	Sofia	1095.484	Belgrade	1074.978	Buffalo	1299.57	Bucharest	1942.159	Bucharest	1929.827	Phoenix	978.439	Sarajevo	2074.081	Sarajevo	2078.922	Skopje	1612.015	Athens	1663.324	Bucharest	1609.611	Phoenix	955.464	Phoenix	956.143	Kuala_Lumpur	1486.008	Milan	849.325	Budapest	981.933	Chisinau	1000.058	Amsterdam	1084.442	Salt_Lake_City	940.598	
Tel_Aviv	803.817	Tel_Aviv	811.725	Chisinau	865.535	Salt_Lake_City	1027.358	Ljubljana	1274.737	Sarajevo	1465.617	Skopje	810.06	Chisinau	869.134	Chisinau	869.854	Salt_Lake_City	1012.153	Salt_Lake_City	986.378	Salt_Lake_City	988.045	Salt_Lake_City	969.537	Mexico	968.8	Mexico	965.813	San_Jose	1242.928	Phoenix	1003.841	Salt_Lake_City	1009.806	Phoenix	1010.421	Athens	1514.531	Chisinau	944.007	Oslo	1674.072	Miami	1247.834	Milan	1286.39	Denver	1190.975	Mexico	993.043	Madrid	1588.804	Madrid	1582.294	Oslo	1608.203	Budapest	1074.296	Zagreb	1012.149	Zagreb	1004.383	Budapest	899.322	Salt_Lake_City	989.513	Salt_Lake_City	978.921	Skopje	789.127	Salt_Lake_City	988.581	Frankfurt	1039.516	Salt_Lake_City	1019.266	Prague	1094.371	Taipei	1013.074	Belgrade	1096.044	Zagreb	1075.417	Montreal	1301.5	Madrid	1954.304	Madrid	1942.754	Salt_Lake_City	985.74	Sofia	2081.857	Sofia	2085.36	Zagreb	1612.019	Oslo	1664.391	Oslo	1617.654	Salt_Lake_City	960.281	Salt_Lake_City	963.746	Sarajevo	1488.756	Vienna	849.765	Chisinau	984.436	Steinsel	1000.086	Chisinau	1091.199	Mexico	941.669	
Skopje	807.869	Skopje	814.29	Skopje	869.905	San_Francisco	1076.588	Hanoi	1276.411	Sofia	1466.752	Riga	812.143	Skopje	871.773	Skopje	870.763	San_Francisco	1067.508	San_Jose	1026.865	San_Jose	1002.127	San_Francisco	1017.098	San_Francisco	1021.151	San_Francisco	1022.193	Mexico	1247.782	San_Francisco	1063.11	San_Francisco	1065.182	San_Francisco	1070.368	Skopje	1514.715	Bratislava	944.752	Zagreb	1674.682	Dublin	1250.592	Miami	1290.568	Brazil	1195.859	San_Francisco	1042.768	Chisinau	1589.501	Zagreb	1584.549	Madrid	1608.712	Kuala_Lumpur	1075.252	Skopje	1012.16	Athens	1006.772	Tbilisi	900.149	San_Francisco	1047.723	San_Francisco	1033.656	Tel_Aviv	796.525	San_Jose	1004.65	Tbilisi	1040.094	San_Jose	1030.308	Sofia	1094.952	Budapest	1015.045	Zagreb	1098.333	Sofia	1076.218	Tallinn	1302.326	Vilnius	1955.576	Vilnius	1943.876	San_Jose	996.851	Chisinau	2083.049	Oslo	2087.002	Vilnius	1612.847	Vilnius	1664.536	Zagreb	1620.0	San_Francisco	1017.305	San_Francisco	1018.117	Stockholm	1493.197	Budapest	856.032	Vienna	985.573	Frankfurt	1000.305	Milan	1093.941	Seattle	990.301	
Budapest	822.145	Budapest	828.441	Budapest	878.317	Seattle	1082.262	Zagreb	1296.345	Dublin	1468.328	Ukraine	817.388	Ukraine	879.234	Ukraine	877.482	Seattle	1076.388	San_Francisco	1036.703	San_Francisco	1035.286	Seattle	1025.794	Seattle	1025.54	Seattle	1026.767	Mumbai	1265.394	Seattle	1070.72	Seattle	1073.685	San_Jose	1071.486	Madrid	1520.218	Budapest	944.883	Sofia	1681.297	Marseille	1250.735	Marseille	1294.75	Copenhagen	1202.056	Seattle	1049.744	Zagreb	1591.106	Oslo	1584.824	Zagreb	1610.862	Steinsel	1075.371	Amsterdam	1013.93	Skopje	1007.224	Skopje	900.781	San_Jose	1056.54	Seattle	1044.002	Budapest	804.257	San_Francisco	1035.567	Riga	1040.258	San_Francisco	1065.806	Amsterdam	1096.684	Frankfurt	1015.963	Bangkok	1100.448	Milan	1079.266	New_York	1303.349	Oslo	1956.422	Oslo	1944.408	San_Francisco	1032.168	Oslo	2084.355	Chisinau	2087.057	Oslo	1612.87	Zagreb	1665.892	Vilnius	1627.029	Seattle	1024.9	Seattle	1029.707	Riga	1494.998	Riga	858.527	Riga	987.229	Riga	1008.058	Zurich	1099.933	San_Francisco	993.224	
Athens	824.241	Athens	833.512	Ukraine	879.797	San_Jose	1086.159	Prague	1297.163	Stockholm	1469.496	Budapest	818.316	Budapest	879.561	Budapest	878.832	San_Jose	1084.594	Seattle	1046.904	Seattle	1044.841	Los_Angeles	1041.967	Los_Angeles	1039.96	Los_Angeles	1044.456	San_Francisco	1265.837	San_Jose	1075.79	San_Jose	1080.609	Seattle	1078.037	Vilnius	1522.289	Skopje	945.038	Vilnius	1684.36	Dallas	1255.32	Dublin	1297.417	Steinsel	1208.164	Los_Angeles	1064.924	Vilnius	1594.194	Vilnius	1587.352	Vilnius	1614.603	Zurich	1076.881	Athens	1016.056	Amsterdam	1009.745	Bratislava	902.793	Seattle	1058.324	Los_Angeles	1058.275	Athens	809.037	Seattle	1044.944	Budapest	1042.68	Seattle	1073.399	Belgrade	1096.93	Riga	1017.265	Milan	1101.138	Bangkok	1083.053	Ljubljana	1303.518	Sofia	1960.006	Sofia	1946.34	Seattle	1042.418	Stockholm	2089.049	Stockholm	2094.243	Madrid	1622.124	Madrid	1669.958	Sofia	1630.294	Los_Angeles	1041.664	San_Jose	1044.42	Sofia	1495.315	Skopje	859.801	Skopje	993.814	Vienna	1010.025	Skopje	1100.515	Los_Angeles	1006.23	
Ukraine	828.284	Ukraine	839.111	Athens	889.164	Los_Angeles	1101.109	Bratislava	1304.781	Riga	1473.721	Athens	828.236	Athens	889.399	Athens	888.824	Los_Angeles	1089.594	Vancouver	1062.123	Vancouver	1058.537	San_Jose	1045.009	Vancouver	1049.056	Vancouver	1047.061	Seattle	1291.27	Los_Angeles	1088.017	Los_Angeles	1088.213	Los_Angeles	1095.149	Sofia	1526.622	Brazil	961.117	Madrid	1688.803	Saint_Louis	1256.049	Saint_Louis	1301.467	Miami	1208.368	San_Jose	1067.184	Tallinn	1595.572	Sofia	1588.672	Tallinn	1614.616	Riga	1079.113	Berlin	1021.307	Hong_Kong	1018.073	Milan	904.839	Los_Angeles	1076.47	San_Jose	1058.847	Ukraine	811.377	Vancouver	1056.64	Hong_Kong	1048.854	Vancouver	1087.292	Zagreb	1101.873	Chisinau	1022.634	Riga	1103.242	Skopje	1087.058	Belgrade	1305.109	Zagreb	1962.726	Tallinn	1948.316	Vancouver	1056.346	Zagreb	2096.019	Zagreb	2100.682	Tallinn	1626.184	Tallinn	1678.217	Madrid	1636.852	Vancouver	1046.159	Los_Angeles	1044.546	Bucharest	1498.468	Athens	864.727	Bratislava	997.245	Berlin	1010.254	Riga	1100.877	San_Jose	1009.872	
Tbilisi	865.024	Tbilisi	876.293	Tbilisi	914.472	Vancouver	1114.019	Jakarta	1305.457	Bucharest	1475.251	Tbilisi	849.874	Tbilisi	915.981	Tbilisi	913.844	Vancouver	1097.841	Los_Angeles	1070.178	Los_Angeles	1072.067	Vancouver	1046.439	San_Jose	1051.668	San_Jose	1048.614	Vancouver	1306.538	Vancouver	1093.491	Vancouver	1093.637	Vancouver	1098.044	Tallinn	1537.892	Athens	962.444	Tallinn	1689.385	Helsinki	1256.375	Kansas_City	1301.518	Montreal	1210.505	Vancouver	1072.342	Sofia	1598.619	Tallinn	1588.896	Sofia	1616.414	Frankfurt	1080.921	Hong_Kong	1021.607	Steinsel	1019.966	Santiago	906.93	Vancouver	1079.409	Vancouver	1067.701	Tbilisi	852.231	Los_Angeles	1072.884	Berlin	1051.803	Los_Angeles	1102.035	Riga	1107.559	Skopje	1026.349	Jakarta	1107.028	Riga	1087.807	Prague	1305.44	Tallinn	1964.002	Zagreb	1951.643	Los_Angeles	1070.421	Warsaw	2098.412	Warsaw	2102.176	Sofia	1626.298	Sofia	1679.493	Tallinn	1637.487	San_Jose	1047.179	Vancouver	1051.354	Dublin	1500.938	Tbilisi	873.999	Santiago	998.883	Skopje	1011.474	Athens	1101.154	Vancouver	1021.886	
